# {'n':302, 'M':2, 'N':2, 'f':[0,1], 'f_':[2,3], 'x':[4,5]}
110,0.266,0.992,0.293,0.991,0.266,0.992
111,0.366,0.938,0.404,0.928,0.366,0.938
112,0.293,0.978,0.323,0.974,0.293,0.978
113,0.304,0.971,0.335,0.967,0.304,0.971
114,0.390,0.931,0.430,0.920,0.390,0.931
115,0.856,0.297,0.945,0.181,0.856,0.297
116,0.838,0.412,0.925,0.315,0.838,0.412
117,0.354,0.943,0.390,0.934,0.354,0.943
118,0.835,0.430,0.922,0.335,0.835,0.430
119,0.779,0.826,0.860,0.797,0.779,0.826
120,0.805,0.645,0.888,0.587,0.805,0.645
121,0.765,0.913,0.845,0.899,0.765,0.913
122,0.290,0.980,0.320,0.976,0.290,0.980
123,0.829,0.474,0.915,0.387,0.829,0.474
124,0.371,0.936,0.410,0.925,0.371,0.936
125,0.393,0.931,0.433,0.919,0.393,0.931
126,0.763,0.928,0.842,0.916,0.763,0.928
127,0.847,0.349,0.936,0.241,0.847,0.349
128,0.347,0.947,0.383,0.938,0.347,0.947
129,0.287,0.981,0.316,0.978,0.287,0.981
130,0.287,0.981,0.317,0.978,0.287,0.981
131,0.865,0.250,0.955,0.126,0.865,0.250
132,0.294,0.977,0.324,0.973,0.294,0.977
133,0.351,0.945,0.388,0.935,0.351,0.945
134,0.872,0.218,0.963,0.089,0.872,0.218
135,0.880,0.188,0.972,0.053,0.880,0.188
136,0.857,0.290,0.947,0.173,0.857,0.290
137,0.282,0.984,0.311,0.981,0.282,0.984
138,0.279,0.986,0.308,0.983,0.279,0.986
139,0.346,0.947,0.382,0.939,0.346,0.947
140,0.270,0.990,0.298,0.989,0.270,0.990
141,0.815,0.573,0.900,0.502,0.815,0.573
142,0.876,0.201,0.967,0.069,0.876,0.201
143,0.819,0.541,0.904,0.465,0.819,0.541
144,0.806,0.635,0.890,0.575,0.806,0.635
145,0.771,0.876,0.851,0.855,0.771,0.876
146,0.373,0.935,0.412,0.925,0.373,0.935
147,0.797,0.701,0.880,0.652,0.797,0.701
148,0.362,0.940,0.400,0.929,0.362,0.940
149,0.394,0.930,0.435,0.919,0.394,0.930
150,0.781,0.809,0.863,0.778,0.781,0.809
151,0.900,0.144,0.993,0.003,0.900,0.144
152,0.352,0.944,0.388,0.935,0.352,0.944
153,0.844,0.371,0.932,0.267,0.844,0.371
154,0.904,0.142,0.998,0.000,0.904,0.142
155,0.341,0.950,0.377,0.941,0.341,0.950
156,0.894,0.151,0.987,0.010,0.894,0.151
157,0.373,0.936,0.411,0.925,0.373,0.936
158,0.829,0.468,0.916,0.380,0.829,0.468
159,0.827,0.482,0.914,0.396,0.827,0.482
160,0.288,0.980,0.318,0.977,0.288,0.980
161,0.326,0.959,0.359,0.952,0.326,0.959
162,0.782,0.803,0.864,0.770,0.782,0.803
163,0.840,0.394,0.928,0.294,0.840,0.394
164,0.851,0.328,0.939,0.217,0.851,0.328
165,0.366,0.938,0.404,0.928,0.366,0.938
166,0.817,0.556,0.902,0.483,0.817,0.556
167,0.390,0.931,0.430,0.919,0.390,0.931
168,0.252,0.999,0.278,0.999,0.252,0.999
169,0.348,0.946,0.384,0.937,0.348,0.946
170,0.399,0.930,0.440,0.918,0.399,0.930
171,0.882,0.180,0.974,0.044,0.882,0.180
172,0.774,0.858,0.855,0.834,0.774,0.858
173,0.793,0.731,0.875,0.687,0.793,0.731
174,0.264,0.993,0.292,0.992,0.264,0.993
175,0.254,0.998,0.280,0.998,0.254,0.998
176,0.325,0.959,0.358,0.952,0.325,0.959
177,0.781,0.814,0.862,0.784,0.781,0.814
178,0.832,0.453,0.918,0.363,0.832,0.453
179,0.822,0.519,0.908,0.440,0.822,0.519
180,0.835,0.430,0.922,0.336,0.835,0.430
181,0.257,0.997,0.284,0.996,0.257,0.997
182,0.777,0.838,0.858,0.812,0.777,0.838
183,0.398,0.930,0.439,0.918,0.398,0.930
184,0.866,0.244,0.957,0.119,0.866,0.244
185,0.389,0.931,0.429,0.920,0.389,0.931
186,0.318,0.963,0.351,0.957,0.318,0.963
187,0.799,0.683,0.883,0.631,0.799,0.683
188,0.266,0.992,0.293,0.991,0.266,0.992
189,0.879,0.191,0.970,0.057,0.879,0.191
190,0.252,0.999,0.278,0.999,0.252,0.999
191,0.809,0.616,0.893,0.552,0.809,0.616
192,0.380,0.933,0.419,0.922,0.380,0.933
193,0.312,0.967,0.344,0.961,0.312,0.967
194,0.255,0.998,0.282,0.997,0.255,0.998
195,0.395,0.930,0.436,0.919,0.395,0.930
196,0.860,0.275,0.950,0.155,0.860,0.275
197,0.859,0.284,0.948,0.166,0.859,0.284
198,0.291,0.979,0.321,0.975,0.291,0.979
199,0.826,0.491,0.912,0.407,0.826,0.491
200,0.855,0.304,0.944,0.189,0.855,0.304
201,0.801,0.673,0.884,0.619,0.801,0.673
202,0.251,1.000,0.276,1.000,0.251,1.000
203,0.402,0.930,0.443,0.918,0.402,0.930
204,0.784,0.793,0.865,0.758,0.784,0.793
205,0.768,0.898,0.848,0.881,0.768,0.898
206,0.269,0.991,0.296,0.990,0.269,0.991
207,0.852,0.319,0.941,0.206,0.852,0.319
208,0.784,0.790,0.866,0.755,0.784,0.790
209,0.868,0.236,0.958,0.110,0.868,0.236
210,0.326,0.958,0.360,0.951,0.326,0.958
211,0.776,0.845,0.857,0.820,0.776,0.845
212,0.262,0.994,0.289,0.993,0.262,0.994
213,0.393,0.930,0.434,0.919,0.393,0.930
214,0.406,0.930,0.448,0.918,0.406,0.930
215,0.321,0.961,0.354,0.955,0.321,0.961
216,0.378,0.934,0.417,0.923,0.378,0.934
217,0.311,0.967,0.343,0.962,0.311,0.967
218,0.258,0.996,0.285,0.996,0.258,0.996
219,0.324,0.960,0.357,0.953,0.324,0.960
220,0.377,0.934,0.416,0.923,0.377,0.934
221,0.365,0.939,0.403,0.928,0.365,0.939
222,0.349,0.946,0.386,0.936,0.349,0.946
223,0.327,0.958,0.361,0.951,0.327,0.958
224,0.842,0.382,0.930,0.280,0.842,0.382
225,0.314,0.965,0.346,0.960,0.314,0.965
226,0.901,0.143,0.995,0.002,0.901,0.143
227,0.331,0.956,0.365,0.948,0.331,0.956
228,0.902,0.143,0.996,0.001,0.902,0.143
229,0.309,0.968,0.341,0.963,0.309,0.968
230,0.869,0.231,0.960,0.104,0.869,0.231
231,0.788,0.762,0.870,0.723,0.788,0.762
232,0.881,0.184,0.973,0.049,0.881,0.184
233,0.773,0.865,0.853,0.843,0.773,0.865
234,0.796,0.709,0.879,0.661,0.796,0.709
235,0.876,0.203,0.967,0.071,0.876,0.203
236,0.332,0.955,0.366,0.948,0.332,0.955
237,0.277,0.987,0.306,0.984,0.277,0.987
238,0.797,0.699,0.880,0.649,0.797,0.699
239,0.813,0.583,0.898,0.514,0.813,0.583
240,0.826,0.494,0.912,0.410,0.826,0.494
241,0.315,0.965,0.348,0.959,0.315,0.965
242,0.375,0.935,0.414,0.924,0.375,0.935
243,0.777,0.835,0.858,0.808,0.777,0.835
244,0.903,0.142,0.997,0.001,0.903,0.142
245,0.320,0.962,0.353,0.955,0.320,0.962
246,0.899,0.145,0.993,0.003,0.899,0.145
247,0.825,0.502,0.911,0.420,0.825,0.502
248,0.359,0.941,0.396,0.931,0.359,0.941
249,0.273,0.989,0.301,0.987,0.273,0.989
250,0.392,0.931,0.432,0.919,0.392,0.931
251,0.298,0.975,0.328,0.971,0.298,0.975
252,0.849,0.338,0.938,0.229,0.849,0.338
253,0.254,0.998,0.280,0.998,0.254,0.998
254,0.286,0.982,0.315,0.979,0.286,0.982
255,0.317,0.963,0.350,0.957,0.317,0.963
256,0.888,0.162,0.981,0.024,0.888,0.162
257,0.375,0.935,0.414,0.924,0.375,0.935
258,0.301,0.973,0.332,0.968,0.301,0.973
259,0.388,0.931,0.428,0.920,0.388,0.931
260,0.803,0.660,0.886,0.604,0.803,0.660
261,0.823,0.513,0.909,0.432,0.823,0.513
262,0.765,0.914,0.845,0.900,0.765,0.914
263,0.904,0.142,0.998,0.000,0.904,0.142
264,0.257,0.997,0.283,0.996,0.257,0.997
265,0.335,0.953,0.369,0.946,0.335,0.953
266,0.804,0.653,0.887,0.596,0.804,0.653
267,0.771,0.880,0.851,0.860,0.771,0.880
268,0.385,0.932,0.425,0.921,0.385,0.932
269,0.816,0.563,0.901,0.490,0.816,0.563
270,0.810,0.609,0.894,0.544,0.810,0.609
271,0.369,0.937,0.407,0.926,0.369,0.937
272,0.764,0.921,0.843,0.908,0.764,0.921
273,0.768,0.895,0.848,0.878,0.768,0.895
274,0.386,0.932,0.426,0.920,0.386,0.932
275,0.385,0.932,0.425,0.921,0.385,0.932
276,0.356,0.943,0.392,0.933,0.356,0.943
277,0.855,0.305,0.944,0.190,0.855,0.305
278,0.315,0.965,0.347,0.959,0.315,0.965
279,0.844,0.368,0.932,0.264,0.844,0.368
280,0.338,0.952,0.373,0.944,0.338,0.952
281,0.320,0.962,0.353,0.956,0.320,0.962
282,0.794,0.725,0.876,0.679,0.794,0.725
283,0.281,0.984,0.310,0.982,0.281,0.984
284,0.893,0.153,0.986,0.013,0.893,0.153
285,0.274,0.988,0.302,0.986,0.274,0.988
286,0.356,0.942,0.393,0.933,0.356,0.942
287,0.300,0.974,0.331,0.969,0.300,0.974
288,0.346,0.947,0.382,0.938,0.346,0.947
289,0.769,0.887,0.850,0.868,0.769,0.887
290,0.335,0.953,0.370,0.945,0.335,0.953
291,0.323,0.960,0.356,0.953,0.323,0.960
292,0.807,0.626,0.891,0.564,0.807,0.626
293,0.891,0.157,0.984,0.017,0.891,0.157
294,0.786,0.779,0.868,0.742,0.786,0.779
295,0.380,0.933,0.419,0.922,0.380,0.933
296,0.332,0.955,0.367,0.947,0.332,0.955
297,0.259,0.996,0.286,0.995,0.259,0.996
298,0.284,0.983,0.313,0.980,0.284,0.983
299,0.853,0.314,0.942,0.200,0.853,0.314
300,0.274,0.988,0.302,0.986,0.274,0.988
301,0.896,0.148,0.989,0.008,0.896,0.148
